id	tweet	subtask_a	subtask_b	subtask_c
32987	What a start to the week for our adults Krav Maga classes!! Keep up the awesome work guys. It is a pleasure see old faces coming back to training and many of you utilising the new timetable 👊🏻👊🏻  See you in class  The Elite Team	NOT	NULL	NULL
30224	 you are no patriot if you actively try and disrupt the will of the People simply because you lost the election.   When has it ever been patriotic to undermine the Presidency?    He is working to bring prosperity to every American.	NOT	NULL	NULL
81939	 I thought liberals got rid of high school shop class	NOT	NULL	NULL
27255	 Can you say DESPERATE?!?!?!	NOT	NULL	NULL
62953	  Many arrests have taken place. Socialist media not covering of course. The coming arrests will  make socialists heads explode. WWG1WGA! MAGA! DRAIN THE SWAMP! BUILD THE WALL!	OFF	TIN	GRP
59895	 At least brennan is smart enough to recognize that Trump is a lion. He's not smart enough to know that he can't hurt Trump. Hurting Trump is what that idiot fantasies about.	OFF	TIN	IND
13692	 Holy shit of all people to say that a Nebraska fan. Please take your dead program somewhere else and keep your VCR around to watch highlights from the 90s.	OFF	TIN	OTH
83076	  that explains it then: she is an alien! LOL	NOT	NULL	NULL
32565	     He needs to speak to someone about all that anger he is harboring!!  Cause that should not have made him explode like that. He has some underlying issues. Lordt 😂😂😂	NOT	NULL	NULL
24384	  I mean gun control so you can't defend yourself	NOT	NULL	NULL
23560	 poor Godless liberals	OFF	TIN	IND
47280	         I think it was found that less well educated conservatives were more inclined to accept the Government directive at face value	NOT	NULL	NULL
71667	 He is such a good dude! Where do you work?	NOT	NULL	NULL
55726	  people are awake. Projection is no longer a tactic that Liberals can successfully use.	NOT	NULL	NULL
30033	(But look how cranky she is! URL )	NOT	NULL	NULL
33064	   We've had a good conversation. Many will condemnations me for my part from both sides. It does not matter. This is what gun control is about. Discussion.	NOT	NULL	NULL
34120	 CORRECTION: The Liberals won a false-majority on the backs of a lot of close races – emphasis on “false.” #ElectoralReform	NOT	NULL	NULL
25813	 Thanks for Following. We're glad to be connected.	NOT	NULL	NULL
30770	 GGG knows he is going to knock him out no way this goes to judges.	NOT	NULL	NULL
49215	 Its called espionage. He is doing it in plan site to help his bosses in Moscow.	NOT	NULL	NULL
41561	                Following all patriots. PLEASE follow back. Thank you. #MAGA #KAG #WalkAway #Witchhunt #RedWaveRising #VoteRed #VoteDemsOut #VoteRedToSaveAmerica	NOT	NULL	NULL
19402	 He is so confused. One of the liberals running loose Beaware URL	NOT	NULL	NULL
69899	 Tyler! On Thursday! Go girls! I think Tyler believes he is the mastermind and he needs to take a seat. Angela or Kaycee for the win!	NOT	NULL	NULL
70810	 Bono ..get out of town	NOT	NULL	NULL
79423	          Says the person who refused the idea of having differant views on things? You really are a product of the US system. US antifa-lite. Is your world really that small?	NOT	NULL	NULL
65970	 She is going to pull it out of her A-crooked-letter-crooked-letter.	NOT	NULL	NULL
45485	 i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5. what the FUCK.	OFF	TIN	IND
95617	  My dumbass was really thinking how in the hell is she been pregnant for the last 6 years😭😭	OFF	TIN	GRP
39118	   Have you all seen this from Antifa about disarming people in open carry states? URL	NOT	NULL	NULL
93402	 So you realize what a fool you are making of yourself with your weird obsession over #SusanSarandon Maybe do some research b4 spouting off nonsense.	OFF	TIN	IND
44744	"    And while yes, hate groups"" is ill defined, we KNOW of hate groups on the right, and there is antifa, but they are not anywhere near the level of the modern conservative ""hate groups"" but then again, its subjective, so I guess neither of us can actually make a valid statement"""	NOT	NULL	NULL
33776	  Would any of the three offer a #PeoplesVote on Brexit?	NOT	NULL	NULL
37449	 Exactly! Ford is just a damn pawn for the Baby-Adults of America / aka Democrats. #SheIsALiar 🤥- I ❤️ that Conservatives will control the highest court for 20+ years.	NOT	NULL	NULL
97658	"   Liberals today R VERY different from Classical Liberals. Liberals today have gone so far left they R Marxists. You're burying your head in the sand if you think neo &amp; classical Libs are the same. Trump is so authoritarian"" people can say what they want about him &amp; not be killed."""	OFF	TIN	IND
43705	 ANTIFA WANNABE ☝☝☝☝	NOT	NULL	NULL
48474	 and     is inciting VIOLENCE towards Trump supporters on lists to be targeted by ANTIFA.	OFF	TIN	GRP
35384	"  Ain't nobody bitter here. Women who know their worth spending their life upgrading"" somebody son but actually LIVING it and becoming their best versions for THEMSELVES. You go look cute on your maid outfit, like you always do"""	OFF	TIN	GRP
11746	 Poorly worded but he's not talking about the actual shooting. He means the aftermath with the gun control aspect.	OFF	TIN	GRP
90460	  She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan	OFF	TIN	IND
77539	 Liberals are dangerous. They'll say and do anything to push their agenda. The victims are judge Kavanaugh's wife and daughters.	NOT	NULL	NULL
46544	 need more ladies to spread out their pussy's  on cam 😍	OFF	TIN	IND
56754	 Bullshit there's rich liberals too so what are you saying ???	NOT	NULL	NULL
57446	 Wow you really think this works I am going to tell my wife she is going to hell lol	OFF	TIN	IND
30412	 How he is still batting	OFF	TIN	OTH
51967	 Love ya girl!! Never change!! Your perfect as you are!🙋🌹💋	NOT	NULL	NULL
84656	 Liberals at there lowest	NOT	NULL	NULL
91455	 Brennan probably wrote that NYT op-ed	NOT	NULL	NULL
94913	 ANTIFA DEMOCRATS are gonna pay so YUGE in November it will be the final nail in the coffin.  You are FruitCake Trust Funded FakeNews Journalism.	OFF	TIN	IND
31525	    So let me get this right.  Mogg is attacked and you are accusing him of profiting from it?	NOT	NULL	NULL
38725	 Boi he is bts and so is all of the other members	NOT	NULL	NULL
55300	  Paul Manafort is a legit trader but because he works(ed) for Trump. I guess it's not a big deal  to conspire against your country anymore. #MAGA	NOT	NULL	NULL
84653	 Exactly what I think.	NOT	NULL	NULL
40726	 Sex is work	NOT	NULL	NULL
88710	 GOOD BITCH!!! The hood missed you 😂 crazy thing is i just was saying how em smoke out by your house used to be lit everyday	OFF	TIN	IND
43651	 Chelsea she is so freaking beautiful I can't believe her skin color so beautiful! I live Aubree she is such a great little lady!	NOT	NULL	NULL
21689	 You are such a great friend.	NOT	NULL	NULL
55014	   50 Year Mandatory Federal Sentence for ANY crime committed with a gun. Stop the gun control nonsense and punish the guilty ! NO politician today will support this !! Gun control and safe zones DON'T work. Pols don't want less crime only Hot Air !!   URL	NOT	NULL	NULL
41215	 Nonsense people want stricter gun control laws.. Your response is buy more guns. How is that rational debate?	NOT	NULL	NULL
15417	 It's just getting so predictable.	NOT	NULL	NULL
49291	 I hope you are right for everyone’s sake. I want your voice to be heard more often.	NOT	NULL	NULL
28150	  What dos this have to do with the NRA? California has lot and lots of worthless gun control laws already. Gun control does NOT work because crazy people don’t obey the law.	OFF	TIN	IND
90308	 BITCH I JUST POSTED ABOUT THAT KDKSKSKS I HOPE YOU GET BETTER SOON	OFF	TIN	IND
65345	  We are busy MAGA love our president 💜👍🇺🇸	NOT	NULL	NULL
97781	  Glad to follow Don. Great that he is Trump supporter.	NOT	NULL	NULL
40411	"   death threats"". Where are the police complaint forms, where are the field notes from the police, where are the recordings? Sounds to me like #Antifa is staging it to push the narrative of the #SocialistDemocrats URL"	NOT	NULL	NULL
84372	  Anything he does right now will be over shadowed by Florence.  I think he is holding till after the storm.	NOT	NULL	NULL
51729	 Amen..............	NOT	NULL	NULL
35958	 LOL you escaped some shit then... even if I don't regret watching it for a minute. #LoyalWolf	OFF	UNT	NULL
56689	   I know who she is but I've never seen her watch a Benfica games this takes shit to a new level	OFF	TIN	IND
68935	 And has NOTHING to do with math!	NOT	NULL	NULL
75566	   Thanks for the resistance boycott any means nessasary losers they Hollywood MSM Rinos Google Facebook and Twitter China Jack Black haters ANTIFA are ruining our country enough we need a wall	NOT	NULL	NULL
87425	   It's time for the common sense conservatives to take a day off and march on Washington.	NOT	NULL	NULL
79048	 Even if suspended ...he is an absolute game changer. #makeithappen	NOT	NULL	NULL
37610	 You go girl! God bless you and all the survivors and for getting young people out there to vote for common sense gun control	NOT	NULL	NULL
99408	"  Populism - political ideas and activities that are intended to get the support of ordinary people by giving them what they want"" - Cambridge Dictionary  Yes I too think the liberals and conservatives must unite to prevent ordinary people from getting want they want #Collusion 😂"""	NOT	NULL	NULL
40471	More than likely she forgot because her mental capacity is dropping each and everyday. This woman is not fit to serve any longer just like she said Trump was not. Remember she is part of the problems and not a solution at all. MAGA URL	OFF	TIN	IND
62416	 Because he is the reason for it.	NOT	NULL	NULL
51613	 LIBERALS; It’s Trumps Fault. 🤔	OFF	TIN	GRP
60933	   Out on the next tide would be more appropriate	NOT	NULL	NULL
11519	   Following because she is not only a tacozt bit a sociopath and a moron all lethal combos	OFF	UNT	NULL
92684	 If your a Democrat and you love this great country how can you standby and watch as the liberal arm of your Democratic party tries to destroy everything we love about our country. #Walkaway no actually #Runaway. #LibsHateAmerica #CommiesSuck #MAGA and #KAG for everyone 🇺🇸	OFF	TIN	IND
28679	 Shameful.  #NRA is spending over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea. URL	OFF	TIN	IND
14608	   Good. We don’t want your vote. Why don’t you want to see the corruption? It shouldn’t matter what side you are on! Shame on you!	NOT	NULL	NULL
41642	 Good Democracy is overrated.  Read Hans Hermann Hoppe- Democracy: The God that Failed	OFF	TIN	OTH
48063	 I guess u all looking wrong or looking for wrong thing... my girl was walking when started dating... about 2 yrs in she is physically handicapped... I'm still w her... no sex... just love for her and her spirit...	NOT	NULL	NULL
52687	 See...it's not gun control we need. It's Leftist Liberal Control. Guns don't kill people. Idiotic Immoral Leftists do. #LiberalismIsaMentalDisorder #DemsAreDangerous #WalkAway	OFF	TIN	OTH
91332	 Oh yes 😎	NOT	NULL	NULL
60568	 Conservatives are 1000x funnier than Liberals.	NOT	NULL	NULL
27099	 What does she think she has done to Kavanaugh family? You can’t throw crap out there and not back it up. Nothing but a stall tactic. Liberals would fight anyone being appointed	NOT	NULL	NULL
78450	       😂😂😂😂😂😂 yeah. Peaceful because the right ..Well..know they're right. No counter protests. Unlike fascist Antifa. As for 7k .. who counted? Dianne Abbott???	OFF	UNT	NULL
77312	  #MAGA Make Alcatraz Great Again	NOT	NULL	NULL
73638	" The pit bull debate is just like gun control. Pit bull kills someone and here comes pictures here's my loving pit."" gun kill's someone and its ""I have 4 guns and they never killed anyone."""""	NOT	NULL	NULL
83162	 That's the plan for next summer actually. We need it for shade and I was thinking that could be a fun side project.	NOT	NULL	NULL
49383	 sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL	OFF	TIN	IND
26821	  You should investigate Antifa's connections to the Nazis.	NOT	NULL	NULL
49307	"  If the conservatives"" aren't standing up against Dumpster's unconstitutional and illegal activities, then they are just as complicit as he, and henceforth, supporting the tangerine toddler's policies and actions. FFS, be Americans before party loyalists. Or else we all lose."""	NOT	NULL	NULL
